Date,SVENY01,SVENY02,SVENY03,SVENY04,SVENY05,SVENY06,SVENY07,SVENY08,SVENY09,SVENY10,SVENY11,SVENY12,SVENY13,SVENY14,SVENY15,SVENY16,SVENY17,SVENY18,SVENY19,SVENY20,SVENY21,SVENY22,SVENY23,SVENY24,SVENY25,SVENY26,SVENY27,SVENY28,SVENY29,SVENY30
2000-01-18,6.165319521115,6.38756489211,6.465384359283,6.528458759864,6.593195714049,6.656452360942,6.714274214625,6.764459797597,6.806205686522,6.839530462521,6.864883244796,6.882916338213,6.89435936257,6.899950905783,6.900402203294,6.896378740063,6.888491986936,6.877296902978,6.863292702048,6.846925422333,6.828591431781,6.808641350337,6.787384078028,6.765090744785,6.741998476311,6.718313919157,6.694216498767,6.669861403293,6.645382297693,6.620893779613
2000-01-19,6.143294439501,6.371778998293,6.45014403649,6.510700267156,6.572133872444,6.632239596093,6.687345093501,6.735290116399,6.775237734502,6.807155299822,6.831440579493,6.848699116559,6.859619157467,6.8649030169,6.865230225711,6.861238593482,6.853515454744,6.842594738394,6.828957354377,6.813033429944,6.795205522429,6.775812284224,6.755152264516,6.733487659885,6.711047904747,6.688033041959,6.664616844834,6.640949681202,6.617161122089,6.593362304835
2000-01-20,6.169509304418,6.398225571033,6.482764438402,6.550822430423,6.617064515778,6.678868470992,6.733327580867,6.77912082899,6.816051717975,6.84452812058,6.865240801283,6.878987931124,6.886583101533,6.888808451236,6.886392039193,6.879998360814,6.870226031245,6.857609348118,6.842621885162,6.825681059477,6.807153062686,6.787357805258,6.766573676425,6.745042013794,6.722971232179,6.700540594612,6.677903628451,6.655191201115,6.632514276328,6.609966374848
2000-01-21,6.155126212624,6.389067868481,6.479525201182,6.546559835078,6.61034737013,6.670422685722,6.724026796488,6.769458647557,6.806152914265,6.834272013578,6.854370679032,6.86718569333,6.873515263489,6.874152833426,6.869852306322,6.861311126875,6.849163482679,6.833979207337,6.816265839654,6.796472354196,6.774993689301,6.752175556779,6.728319231336,6.7036861472,6.678502208676,6.652961770069,6.62723127031,6.601452525715,6.575745694943,6.550211936173
2000-01-24,6.140040863112,6.370666620079,6.440822353501,6.484760821581,6.531549549876,6.582379905028,6.633144065907,6.680190348893,6.72126198928,6.755263635166,6.781874716967,6.80124348923,6.813782136312,6.820038122809,6.820615851847,6.816129920634,6.807177879569,6.794324983347,6.778096320674,6.75897348315,6.737394011318,6.713752513577,6.688402759396,6.661660302161,6.633805347929,6.605085689852,6.575719595237,6.545898576247,6.515790004272,6.485539547118
2000-01-25,6.144600322217,6.354385742769,6.422235192086,6.475606603814,6.532995776341,6.591279302649,6.645697028732,6.693262903993,6.732631048651,6.763501014474,6.786158426106,6.801188884834,6.809311847166,6.811286965527,6.807862426844,6.799747434398,6.787598614455,6.772014486657,6.753534593528,6.73264128039,6.709762923895,6.685277883021,6.659518732464,6.632776513307,6.605304844447,6.577323806324,6.549023551376,6.52056762262,6.492095978641,6.463727733507
2000-01-26,6.159195937111,6.378582202047,6.44912845535,6.498108848291,6.54644972773,6.593347642802,6.635660163538,6.671395939156,6.699775143288,6.720793976434,6.734871294557,6.742628155914,6.744761484939,6.741974565159,6.734940216826,6.724282531765,6.710569122887,6.69430930902,6.675955599719,6.65590694422,6.634512840771,6.61207777278,6.588865658972,6.565104138336,6.540988592334,6.516685857015,6.492337608462,6.468063423599,6.443963529359,6.420121259296
2000-01-27,6.193408638593,6.434241811554,6.508320785964,6.545796693956,6.577648124447,6.608105435076,6.635672526186,6.658590817742,6.675873455423,6.687237102827,6.692857293853,6.69316550446,6.688714555124,6.680097000242,6.667898297016,6.652671409457,6.63492425601,6.615114726586,6.593650084322,6.570888835783,6.547143915394,6.522686488951,6.497749959708,6.472533931265,6.447207986923,6.421915210573,6.396775414775,6.371888066653,6.347334917302,6.323182349211
2000-01-28,6.244246090394,6.488939243341,6.552395120448,6.574045094342,6.589214221266,6.603837082483,6.616963120103,6.626931689814,6.632701865094,6.633894626641,6.630584774126,6.623107875566,6.611927058515,6.597550691197,6.580484704669,6.561206649126,6.540152879236,6.517713488936,6.494231717618,6.470005849047,6.445292413203,6.420309978571,6.395243112381,6.370246263459,6.345447431144,6.320951550593,6.296843565785,6.273191186247,6.250047338147,6.227452328465
2000-01-31,6.293477439608,6.54579405715,6.604054809479,6.617202393714,6.626399787553,6.639135558733,6.65394837439,6.668061086386,6.679349686268,6.686583424321,6.689231602295,6.687227311255,6.680782846926,6.670263825211,6.656108543368,6.638778261279,6.618727564931,6.596387465752,6.572156475285,6.546396626045,6.519432521655,6.491552203025,6.463009061248,6.434024309062,6.404789702091,6.375470316316,6.346207262811,6.317120269282,6.28831008949,6.25986072218
2000-02-01,6.301648240558,6.53565534048,6.579726772256,6.592372188135,6.60520846412,6.620098215739,6.63403901267,6.644598548034,6.650543076765,6.651516461482,6.647678051547,6.639452727791,6.627380208613,6.612029646627,6.593953446045,6.573663852115,6.551622565804,6.528237716449,6.503864902382,6.478810381805,6.45333529262,6.427660247294,6.401969926614,6.376417462772,6.35112850293,6.326204905093,6.301728054485,6.277761809836,6.254355100863,6.231544204239
2000-02-02,6.327867961057,6.564191976999,6.602453333743,6.608522101918,6.615093596354,6.623867806976,6.6316241214,6.63584385219,6.635310135964,6.62973655091,6.619369818773,6.604720322057,6.58640217027,6.565044419657,6.541244590733,6.515546441071,6.488431376813,6.460317377706,6.431561915396,6.402466841072,6.373284081773,6.344221487166,6.315448463948,6.287101209644,6.259287460877,6.232090731772,6.205574052895,6.179783240138,6.154749732383,6.130493040383
2000-02-03,6.270751608156,6.486588494221,6.510670302084,6.508287932057,6.512015907371,6.522139958005,6.533768788467,6.543017855938,6.547718801711,6.54698270909,6.540705029487,6.529213435063,6.513048403593,6.492834286196,6.469206378965,6.442771390684,6.414087521237,6.383655951758,6.351918894664,6.3192613239,6.286014668408,6.252461443175,6.218840207996,6.185350496787,6.152157515319,6.119396500637,6.087176694168,6.055584916227,6.024688750989,5.994539363084
2000-02-04,6.321484663707,6.558463162542,6.589439421664,6.584751867102,6.580938417756,6.581089498149,6.582123071371,6.581239450202,6.576874574221,6.568440944727,6.555950149945,6.539735111174,6.520276867332,6.498104216968,6.473738506763,6.447665118813,6.420320394379,6.392087329756,6.363296137557,6.334227386279,6.305116380235,6.276158001633,6.247511569344,6.219305468266,6.191641423004,6.1645983614,6.138235856011,6.112597156152,6.087711836537,6.063598095096
2000-02-07,6.34874981433,6.613131997505,6.674946757422,6.689912890463,6.695558947924,6.698191479614,6.697383022921,6.692160915038,6.682160947028,6.667575465572,6.648920700615,6.626852020145,6.602050071378,6.57515912534,6.546757852647,6.517348752377,6.487357741915,6.457138936037,6.426981782826,6.397118978255,6.367734306376,6.338969968809,6.310933205179,6.283702140518,6.257330869525,6.231853826115,6.2072895047,6.183643605699,6.16091167718,6.139081320345
2000-02-08,6.331897648041,6.599651770172,6.659671952981,6.666075544482,6.659880834611,6.649846705609,6.63677476383,6.620226587317,6.600040489267,6.576460633918,6.549985259015,6.5212172979,6.490766831975,6.459197940721,6.427004620937,6.394603692009,6.362336855616,6.330477229854,6.299237689101,6.268779547982,6.239220830691,6.210643768336,6.183101391916,6.156623210964,6.131220031183,6.106887993794,6.083611929465,6.061368119442,6.0401265506,6.019852742852
2000-02-09,6.326114398102,6.593865204185,6.659862853226,6.678313562619,6.687072302385,6.692477340203,6.693931264463,6.69029170154,6.681099875027,6.66653007738,6.647135353412,6.623640311724,6.596810382187,6.567379084464,6.536012146209,6.50329325285,6.469721845768,6.43571725922,6.401625889919,6.367729524835,6.334253791553,6.301376183564,6.269233395393,6.237927864509,6.207533508108,6.178100692247,6.149660495406,6.122228338743,6.095807057116,6.070389482098
2000-02-10,6.316203181521,6.577230566078,6.660333385194,6.703093586808,6.733178139484,6.754088732334,6.765626606864,6.767933246437,6.761814351191,6.748445231138,6.729107615826,6.705035754041,6.67734282046,6.646994235401,6.614805736178,6.581453424233,6.54748883739,6.513355398819,6.479404405048,6.445909695039,6.413080666903,6.381073584681,6.350001256942,6.319941233332,6.290942688564,6.263032164809,6.236218333677,6.210495924055,6.185848945311,6.162253318746
2000-02-11,6.299588603664,6.552250627583,6.627200282139,6.663377023203,6.689503610433,6.708746803602,6.720136831237,6.723109677904,6.717960534366,6.70553516298,6.686919757465,6.663243893512,6.635575112333,6.604870513938,6.57196040759,6.537548867777,6.502222573001,6.466463174033,6.430660635695,6.395126225109,6.36010450246,6.325784047764,6.292306862532,6.259776493529,6.228264978975,6.197818739514,6.168463540917,6.140208650767,6.113050301961,6.086974564452
2000-02-14,6.282733215641,6.518438769414,6.577121545007,6.600686957934,6.617402803828,6.629797869834,6.636431478773,6.636382281805,6.629650123524,6.616825871653,6.598774093391,6.5764331022,6.550707210185,6.52241570476,6.492273642532,6.460889520749,6.428771372366,6.396336627126,6.363923222357,6.331800641088,6.300180219142,6.269224431039,6.239055066738,6.209760319385,6.18140085896,6.154014990997,6.127623006773,6.102230829181,6.077833051499,6.054415457033
2000-02-15,6.285770812045,6.545890047461,6.613677703315,6.637357336101,6.651801835231,6.662314837396,6.668105549409,6.668116267473,6.662027482738,6.650136522602,6.633089519145,6.611677951584,6.586714880422,6.558968248661,6.529129354488,6.497801527832,6.465499836966,6.432656456749,6.399628633008,6.366707527209,6.334127007373,6.302071901917,6.270685491935,6.240076164507,6.210323231394,6.181481960886,6.153587891432,6.12666050347,6.100706326165,6.075721551937
2000-02-16,6.280547657078,6.525349951805,6.597513106729,6.630456602306,6.653446313089,6.670323958394,6.680333327238,6.682854878842,6.678029758665,6.666534218032,6.649301102104,6.627331495208,6.601589184238,6.572949275872,6.542178299864,6.509931439883,6.476758494696,6.443113838285,6.409367778842,6.375817929271,6.342699886144,6.31019689793,6.278448416402,6.247557540566,6.217597421939,6.188616727485,6.160644265692,6.13369288042,6.107762710926,6.082843907717
2000-02-17,6.332876677354,6.576200563298,6.647548348311,6.67814896955,6.695718764118,6.704321904156,6.704120642478,6.695458598284,6.679255504936,6.656746828152,6.62923575275,6.597948090647,6.563965688512,6.52820596049,6.491425393152,6.454234134667,6.417114692977,6.380441157647,6.344497219068,6.309492253905,6.275575266319,6.242846737043,6.211368555074,6.181172254412,6.152265786458,6.12463904699,6.098268355861,6.073120063702,6.049153435941,6.026322942117
2000-02-18,6.311298634529,6.527916969728,6.583965608925,6.604113375147,6.61427107151,6.617756222976,6.614245281848,6.603698216174,6.586721184866,6.564294684714,6.537516464095,6.507447984165,6.475040336508,6.441107430237,6.406324251911,6.371237169374,6.336279146525,6.301786140122,6.268012830715,6.23514685642,6.203321257336,6.172625116187,6.143112515862,6.114809992253,6.087722677194,6.061839321204,6.037136370457,6.013581252871,5.991135007912,5.969754375256
2000-02-22,6.27504215911,6.446423044095,6.480334052105,6.49143422677,6.498415802564,6.501385009956,6.498763955941,6.490006249,6.475466077278,6.455956953953,6.432444138176,6.405878138335,6.3771175023,6.346900562639,6.315842079899,6.284441623617,6.253096762417,6.222117516431,6.191740328484,6.162140765517,6.133444663192,6.105737684454,6.079073389007,6.053479965755,6.028965797175,6.005524021788,5.983136248351,5.96177555882,5.941408919603,5.921999103643
2000-02-23,6.328899349153,6.532078243684,6.576984819571,6.589212420253,6.593172276255,6.591510555416,6.583760270512,6.569889063474,6.550507890253,6.526563737609,6.499087670723,6.469054613755,6.437320793355,6.404604856649,6.371490995605,6.338441946183,6.30581547523,6.273881152652,6.242835911487,6.212817792835,6.183917730823,6.156189457646,6.129657709253,6.104324947152,6.080176813126,6.057186518533,6.035318347988,6.014530433383,5.994776931131,5.976009714464
2000-02-24,6.271422876708,6.433558536956,6.473731864936,6.491325102166,6.503632464129,6.511214498161,6.512848308333,6.508126910884,6.497430497299,6.481556928845,6.461447739395,6.43803451296,6.412165291989,6.38457622287,6.355886804029,6.326606583662,6.297146774164,6.267833371394,6.238920060285,6.210600098795,6.18301685801,6.156272951104,6.130438012545,6.105555248624,6.081646902318,6.058718777521,6.036763959359,6.015765854374,5.995700659804,5.976539356695
2000-02-25,6.228342470614,6.370956429294,6.411067505124,6.43969948965,6.467217578265,6.490778893324,6.507682713091,6.516903659211,6.518577992111,6.51343365085,6.502431992087,6.486574995385,6.466810561928,6.443991146119,6.41886028457,6.392053251708,6.364104487323,6.335457883056,6.306477861665,6.277460183253,6.248641959567,6.220210657706,6.192312038223,6.165057059528,6.138527823918,6.112782659303,6.087860435566,6.063784211739,6.04056430355,6.018200852463
2000-02-28,6.237105225902,6.384136750962,6.430802105022,6.461637058069,6.487965710075,6.508439313109,6.521392176457,6.526426343927,6.524044833641,6.515184399485,6.500918596102,6.482301173772,6.460293415373,6.435736741685,6.40934841727,6.381728384968,6.35337091264,6.324677771177,6.295971281952,6.267506437708,6.239481764233,6.212048836048,6.185320486255,6.159377812021,6.134276102258,6.11004981948,6.086716762818,6.06428152903,6.04273837619,6.022073582114
2000-02-29,6.27814428138,6.45441831612,6.506327413706,6.532803382141,6.550733472856,6.561143355396,6.563536242746,6.55816842895,6.545935149497,6.528008111289,6.505591202338,6.479795821579,6.45159013052,6.42178759948,6.391054538225,6.359925707351,6.328822421561,6.298070405052,6.267916154503,6.23854133922,6.210075160171,6.18260477941,6.156184013919,6.130840514119,6.106581644703,6.083399269101,6.061273616819,6.0401763895,6.020073239049,6.000925730597
2000-03-01,6.261788266667,6.43956772315,6.482240137642,6.498539867382,6.511477693746,6.522801537057,6.530602243093,6.533398189777,6.530641847609,6.522464578308,6.509376274402,6.492055054307,6.471221593446,6.447570702216,6.421737605861,6.394284173863,6.365696191507,6.336386474147,6.306700838458,6.276925237569,6.247293117006,6.217992483787,6.189172433754,6.160949028485,6.133410496579,6.106621780445,6.08062847393,6.055460207157,6.031133538342,6.007654411289
2000-03-02,6.268361003119,6.453432990287,6.500149786696,6.517374064454,6.527257467907,6.532274992369,6.531816683156,6.525596352509,6.513951907117,6.497596448719,6.477384704626,6.454171183277,6.428738756506,6.401769537134,6.373838638334,6.345419357338,6.316893441419,6.288563056047,6.260662722337,6.233370391145,6.206817307184,6.181096574393,6.156270465709,6.132376582943,6.109432996958,6.087442502375,6.066396114507,6.046275924729,6.02705741715,6.008711335994
2000-03-03,6.264424482025,6.44109984547,6.492111868512,6.513642414368,6.524399243461,6.52710921973,6.522305601615,6.51077076047,6.493618990831,6.472065741757,6.447262074807,6.420216099216,6.391769350041,6.362601395454,6.33324682541,6.30411627701,6.275517424406,6.247674125052,6.220743068331,6.19482783947,6.169990573243,6.146261476762,6.123646526522,6.102133632659,6.081697534509,6.06230365705,6.043911123341,6.026475086192,6.00994851411,5.994283542304
2000-03-06,6.299068739657,6.486463554876,6.532183599682,6.548489128156,6.556752696525,6.559217369129,6.555517076259,6.545721554872,6.530474071485,6.510704599734,6.487404489844,6.461503630524,6.433816906163,6.4050290765,6.375698807592,6.346271184401,6.317093127769,6.288428935138,6.260474653207,6.23337076898,6.207213103539,6.182061987633,6.15794988495,6.134887658666,6.112869677389,6.091877942893,6.071885402356,6.052858586518,6.034759694522,6.017548227297
2000-03-07,6.268290022801,6.427601567333,6.471381171851,6.498784970928,6.520190497838,6.534071859868,6.53942714119,6.53660926771,6.526691514428,6.510976954228,6.490745060468,6.467142918388,6.441150026544,6.41357765549,6.385083119583,6.356189384189,6.327305451989,6.298745463063,6.270745681028,6.243479148367,6.21706808683,6.191594248468,6.167107468747,6.143632676891,6.121175602022,6.099727388571,6.079268306861,6.05977071794,6.041201427125,6.023523538856
2000-03-08,6.274898604059,6.436105525898,6.476960283172,6.49625088637,6.512481348979,6.526008040008,6.534794323651,6.537617122137,6.534239327734,6.525053187939,6.510763206111,6.492184521852,6.470130551766,6.4453563591,6.418534054103,6.390245760361,6.360985794202,6.331167349159,6.301131070469,6.271154092086,6.241458781563,6.212220819478,6.183576455562,6.155628903951,6.128453905105,6.1021045151,6.076615197505,6.052005296994,6.028281971817,6.005442657084
2000-03-09,6.257951391558,6.41773134597,6.454655368503,6.4687435506,6.481350955225,6.493709810349,6.503508458584,6.508896369375,6.509021570579,6.503786644369,6.493540853012,6.478855963451,6.460386973483,6.438792527428,6.414692673583,6.388648777195,6.36115616072,6.332643832139,6.303477983017,6.27396732112,6.244369119916,6.214895350641,6.185718549158,6.156977239969,6.128780840454,6.101214027211,6.074340579905,6.048206736096,6.022844099184,5.99827214465
2000-03-10,6.310355683851,6.471038982101,6.506976319177,6.518717966275,6.528889710648,6.539298906518,6.547732047131,6.552244180161,6.55184580503,6.546316108862,6.535909527117,6.521130165805,6.502586904734,6.480908152012,6.45669504243,6.430497964305,6.402806764549,6.374048744897,6.344590929938,6.314744524722,6.284770340798,6.254884484264,6.225263907786,6.196051613455,6.167361404251,6.13928214772,6.111881553909,6.085209491173,6.059300874671,6.03417816726
2000-03-13,6.300063598347,6.439757451908,6.468988052103,6.480356508915,6.49277434334,6.506373232321,6.518193549865,6.525959420013,6.528536626279,6.525645352883,6.517522277532,6.504674687288,6.487725780086,6.467324320243,6.444094957993,6.41861300822,6.391393537162,6.362888623171,6.333489139522,6.303528898911,6.273289888537,6.243007855333,6.212877818997,6.183059281892,6.153681020243,6.124845410206,6.096632283224,6.069102328514,6.042300073165,6.016256476289
2000-03-14,6.296666735009,6.410139491533,6.423488039623,6.428797725498,6.43926744787,6.451877599278,6.462540810797,6.468781627866,6.469582278637,6.464839296136,6.454940048187,6.440498696613,6.422205560633,6.400745908066,6.376758912849,6.350819254829,6.323431251184,6.295029751212,6.26598450842,6.236606158678,6.207152745062,6.177836200194,6.148828471482,6.120267135661,6.092260443094,6.064891786436,6.038223618484,6.012300859636,5.98715384239,5.962800842043
2000-03-15,6.315125926325,6.425780708205,6.429108792878,6.423425016619,6.424001957788,6.428338635732,6.432334358352,6.433343713869,6.430151104968,6.42246742561,6.410516430927,6.394770994287,6.375800187028,6.354185398311,6.330476843457,6.305173052367,6.27871320596,6.251476503692,6.223785230126,6.195909611839,6.168073375605,6.140459395102,6.113215092492,6.086457425575,6.060277387863,6.034744005114,6.009907843597,5.985804062422,5.962455050248,5.939872689444
2000-03-16,6.301687506462,6.407564259451,6.406945391826,6.396590721963,6.393294946563,6.395215371459,6.398206589612,6.399318475588,6.397001671414,6.390685112293,6.380376953632,6.366393017168,6.349191381033,6.329277110171,6.307149745833,6.283275988668,6.258076971778,6.231923862254,6.205138114634,6.177994216682,6.150723658531,6.123519382776,6.096540287265,6.069915541183,6.043748589074,6.018120786164,5.993094649412,5.968716732647,5.945020147453,5.922026758248
2000-03-17,6.319276849666,6.414915569162,6.398061805186,6.371573970791,6.355466383866,6.348496943374,6.345986334102,6.344171902451,6.34075388718,6.334564557018,6.325166651947,6.31255325679,6.296952422943,6.278707403956,6.258205732526,6.235838459947,6.21197766709,6.186964941295,6.16110638341,6.134671454176,6.107894022389,6.08097461485,6.054083257296,6.027362535268,6.000930652983,5.974884361623,5.949301687032,5.924244423565,5.899760383636,5.875885406383
2000-03-20,6.334795347886,6.42891639946,6.409142596223,6.379408312525,6.359970452812,6.349725985118,6.344116042174,6.339470402898,6.33354819951,6.325210956549,6.314028390768,6.299985381898,6.28329217976,6.264268645066,6.243276062316,6.220678195646,6.196819980426,6.172016749797,6.146549701011,6.120665005549,6.094574989084,6.068460424345,6.042473355397,6.016740102585,5.991364240309,5.966429428957,5.942002037987,5.918133531829,5.894862611591,5.872217118409
2000-03-21,6.325055997135,6.422118814446,6.400705535745,6.361197076789,6.330294025127,6.310882652779,6.299616862424,6.29259076024,6.286818215418,6.280361360197,6.272106757944,6.261510398388,6.248395141791,6.232808091103,6.214925638693,6.194992203758,6.173281571899,6.150073025772,6.125637037834,6.100227103628,6.074075496455,6.047391506472,6.020361232115,5.993148317623,5.965895241731,5.938724900505,5.911742317872,5.88503637736,5.858681508376,5.832739286882
2000-03-22,6.316490332022,6.407396026832,6.38634248195,6.350587975376,6.324425399821,6.309527976932,6.302106112194,6.298189212502,6.294876649928,6.290355895929,6.283633332891,6.274264754168,6.262151207026,6.247399253593,6.230229859648,6.21092063755,6.189770013141,6.167075519028,6.143121103883,6.118170164616,6.092462190379,6.066211664286,6.039608351663,6.012818412603,5.985985975577,5.959234937877,5.932670843075,5.906382741161,5.880444973721,5.854918850768
2000-03-23,6.342701487081,6.427030790101,6.386202217907,6.334199975867,6.297056751689,6.275106071807,6.263143846103,6.256227541208,6.250863057255,6.244887104595,6.237097199386,6.226921081561,6.214178175943,6.198920917579,6.181333126559,6.161666245392,6.140199931048,6.117218117678,6.092994867919,6.067786411868,6.04182709103,6.015327753251,5.988475666527,5.961435350664,5.934349937779,5.907342809763,5.880519350397,5.85396870878,5.827765509785,5.801971473203
2000-03-24,6.409538150286,6.531145827269,6.509589315452,6.461322482637,6.420434206919,6.392559426252,6.374964285767,6.363518338526,6.35477250654,6.346329978713,6.33670122549,6.325060214647,6.311029359061,6.294519056718,6.275616316,6.254510322336,6.231443843818,6.206682089527,6.180493153368,6.153136081309,6.124853928983,6.095870070127,6.066386607177,6.036584124,6.006622276574,5.97664088663,5.946761315788,5.91708797307,5.887709859461,5.858702087493
2000-03-27,6.408817159663,6.538961234969,6.518942062728,6.469205918798,6.425859352691,6.395457551828,6.375631893356,6.362357511882,6.352179940934,6.342656247097,6.332241062617,6.320055244876,6.305674938397,6.288971748146,6.270000707365,6.24892483086,6.225965517195,6.201370533676,6.175393737955,6.14828255991,6.120270587436,6.091573493989,6.062387140199,6.032887074448,6.003228916547,5.973549280507,5.943967006982,5.914584552857,5.88548943735,5.856755679245
2000-03-28,6.388202555446,6.497444760359,6.466841336615,6.415222076152,6.375074456414,6.350254911275,6.336807142379,6.329880824785,6.32563490238,6.321470454766,6.315799840597,6.307754507586,6.296943929308,6.28328144541,6.266865665607,6.247902154091,6.226652668602,6.203402746456,6.178441357644,6.152048454271,6.124487675451,6.096002410125,6.066814036054,6.037121554748,6.007102104806,5.976912009274,5.946688127593,5.916549359642,5.886598201289,5.856922286043
2000-03-29,6.387604987639,6.494445526601,6.462835612603,6.410536050314,6.370510816086,6.346841847591,6.335450514064,6.331200663236,6.329943126901,6.328815772225,6.326032241805,6.320586684529,6.312001594849,6.300141494288,6.285083785761,6.267032145137,6.246259562514,6.223071422583,6.197781933114,6.170699388416,6.142117265175,6.112309161253,6.081526257936,6.049996427202,6.017924396599,5.985492577416,5.952862290811,5.920175213407,5.887554922809,5.855108463686
2000-03-30,6.3336149885,6.415874712922,6.367855264514,6.304701079249,6.25804856728,6.230990919144,6.218620826114,6.215117609577,6.215788014238,6.217351490928,6.217707508439,6.215618308722,6.210437510952,6.201908299422,6.190022348742,6.174924241082,6.156847820068,6.136074292311,6.112904932685,6.08764354312,6.060585417726,6.032010649269,6.002180331526,5.97133468829,5.939692475491,5.907451213363,5.874787946943,5.841860328819,5.80880788344,5.775753357194
