Ticker,Bond_ID,CF,Year
TYZ2016,US912828G385,0.7702,2016
FVH2016,US912828N480,0.8265,2016
FVM2016,US912828N480,0.8345,2016
FVU2016,US912828P873,0.8133,2016
FVZ2016,US912828R770,0.8228,2016
TUH2016,US912828N555,0.9181,2016
TUM2016,US912828R515,0.9085,2016
TUU2016,US912828RE27,0.9196,2016
TUZ2016,US912828M649,0.9152,2016
TYH2016,US912828L575,0.774,2016
TYM2016,US912828M565,0.7367,2016
TYU2016,US912828J272,0.7426,2016
TYZ2016,US912828J272,0.7488,2016
FVH2016,US912828N894,0.8084,2016
FVM2016,US912828N894,0.817,2016
FVU2016,US912828Q376,0.8151,2016
FVZ2016,US912828S273,0.8102,2016
TUH2016,US912828P204,0.9101,2016
TUM2016,US912828R937,0.9001,2016
TUU2016,US912828RH57,0.914,2016
TUZ2016,US912828N225,0.9117,2016
TYH2016,US912828M490,0.7807,2016
TYM2016,US912828N308,0.7939,2016
TYU2016,US912828K742,0.7307,2016
TYZ2016,US912828K742,0.7367,2016
FVH2016,US912828P873,0.7951,2016
FVM2016,US912828P873,0.8041,2016
FVU2016,US912828Q780,0.817,2016
FVZ2016,US912828S760,0.8071,2016
TUH2016,US912828Q459,0.9047,2016
TUM2016,US912828UU22,0.914,2016
TUU2016,US912828S687,0.9101,2016
TUZ2016,US912828RH57,0.9242,2016
TYH2016,US912828M565,0.7314,2016
TYM2016,US912828P386,0.774,2016
TYU2016,US912828M565,0.7421,2016
TYZ2016,US912828M565,0.7475,2016
FVH2016,US912828Q376,0.7974,2016
FVM2016,US912828Q376,0.8062,2016
FVU2016,US912828R770,0.8141,2016
FVZ2016,US912828T347,0.8011,2016
TUH2016,US912828UE89,0.914,2016
TUM2016,US912828UZ19,0.908,2016
TUU2016,US912828T420,0.9024,2016
TUZ2016,US912828T420,0.914,2016
TYH2016,US912828M805,0.7873,2016
TYM2016,US912828P469,0.6867,2016
TYU2016,US912828P469,0.6928,2016
TYZ2016,US912828P469,0.6991,2016
FVH2016,US912828XE52,0.8362,2016
FVM2016,US912828Q780,0.8084,2016
FVU2016,US912828S273,0.8011,2016
FVZ2016,US912828T677,0.8032,2016
TUH2016,US912828UJ76,0.9122,2016
TUM2016,US912828VE70,0.9107,2016
TUU2016,US912828VK31,0.9242,2016
TUZ2016,US912828T834,0.9101,2016
TYH2016,US912828N308,0.7875,2016
TYM2016,US912828P790,0.7607,2016
TYU2016,US912828Q293,0.7607,2016
TYZ2016,US912828R366,0.6928,2016
FVH2016,US912828XH83,0.838,2016
FVM2016,US912828R770,0.8056,2016
FVU2016,US912828S760,0.798,2016
FVZ2016,US912828U659,0.8213,2016
TUH2016,US912828UR92,0.9063,2016
TUM2016,US912828VK31,0.914,2016
TUU2016,US912828VQ01,0.9208,2016
TUZ2016,US912828U402,0.9107,2016
TYH2016,US912828P386,0.7669,2016
TYM2016,US912828Q293,0.7532,2016
TYU2016,US912828R283,0.7674,2016
TYZ2016,US912828S356,0.7541,2016
FVH2016,US912828XM78,0.8352,2016
FVM2016,US912828S273,0.7921,2016
FVU2016,US912828T347,0.7921,2016
TUH2016,US912828UU22,0.9024,2016
TUM2016,US912828XA31,0.9107,2016
TUU2016,US912828XF28,0.9201,2016
TUZ2016,US912828WD88,0.9187,2016
TYH2016,US912828P469,0.6805,2016
TYM2016,US912828R283,0.76,2016
TYU2016,US912828R366,0.6867,2016
TYZ2016,US912828S927,0.7474,2016
TUM2016,US912828XF28,0.9094,2016
TUU2016,US912828XK13,0.9122,2016
TYH2016,US912828P790,0.7532,2016
TYM2016,US912828R366,0.6805,2016
TYU2016,US912828R697,0.7674,2016
TYZ2016,US912828T263,0.7463,2016
TYH2016,US912828TY62,0.7674,2016
TYM2016,US912828R697,0.76,2016
TYU2016,US912828S356,0.7463,2016
TYZ2016,US912828T917,0.76,2016
TYH2016,US912828UN88,0.7806,2016
TYM2016,US912828UN88,0.7873,2016
TYU2016,US912828S927,0.7395,2016
TYZ2016,US912828U246,0.7079,2016
TYH2016,US912828VB32,0.76,2016
TYM2016,US912828VB32,0.7669,2016
TYU2016,US912828VB32,0.774,2016
TYZ2016,US912828U576,0.7875,2016
TYH2016,US912828VS66,0.7966,2016
TYM2016,US912828VS66,0.8023,2016
TYU2016,US912828VS66,0.808,2016
TYZ2016,US912828VS66,0.8139,2016
TYH2016,US912828WE61,0.806,2016
TYM2016,US912828WE61,0.8111,2016
TYU2016,US912828WE61,0.8164,2016
TYZ2016,US912828WE61,0.8217,2016
TYH2016,US912828WJ58,0.7802,2016
TYM2016,US912828WJ58,0.7855,2016
TYU2016,US912828WJ58,0.7911,2016
TYZ2016,US912828WJ58,0.7966,2016
TYH2016,US912828XB14,0.7335,2016
TYM2016,US912828XB14,0.7391,2016
TYU2016,US912828XB14,0.7449,2016
TYZ2016,US912828XB14,0.7507,2016
TYH2017,US9128282A70,0.6841,2017
TYM2017,US9128282A70,0.6905,2017
TYU2017,US9128282A70,0.6971,2017
TYZ2017,US9128282A70,0.7038,2017
FVH2017,US9128282F67,0.8133,2017
FVM2017,US9128282F67,0.8226,2017
FVU2017,US9128282P40,0.8291,2017
FVZ2017,US9128282P40,0.8368,2017
TUH2017,US912828A750,0.9263,2017
TUM2017,US912828C657,0.9283,2017
TUU2017,US9128282B53,0.9063,2017
TUZ2017,US9128282G41,0.916,2017
TYH2017,US912828B667,0.8217,2017
TYM2017,US912828B667,0.8272,2017
TYU2017,US9128282N91,0.7875,2017
TYZ2017,US9128282N91,0.7939,2017
FVH2017,US912828R770,0.8317,2017
FVM2017,US912828T347,0.8195,2017
FVU2017,US9128282S88,0.8161,2017
FVZ2017,US9128282S88,0.8242,2017
TUH2017,US912828B337,0.9229,2017
TUM2017,US912828D234,0.9251,2017
TUU2017,US9128282G41,0.9047,2017
TUZ2017,US9128282X73,0.9242,2017
TYH2017,US912828D564,0.7894,2017
TYM2017,US912828D564,0.7953,2017
TYU2017,US9128282R06,0.7262,2017
TYZ2017,US9128282R06,0.7314,2017
FVH2017,US912828S273,0.8195,2017
FVM2017,US912828T677,0.8211,2017
FVU2017,US912828U659,0.8453,2017
FVZ2017,US9128282W90,0.8316,2017
TUH2017,US912828C244,0.9196,2017
TUM2017,US912828P956,0.9181,2017
TUU2017,US9128282K52,0.9208,2017
TUZ2017,US9128283H15,0.9241,2017
TYH2017,US912828G385,0.7762,2017
TYM2017,US912828G385,0.7821,2017
TYU2017,US9128282U35,0.7738,2017
TYZ2017,US9128282U35,0.7807,2017
FVH2017,US912828S760,0.8164,2017
FVM2017,US912828U659,0.8372,2017
FVU2017,US912828U816,0.8518,2017
FVZ2017,US9128283C28,0.8343,2017
TUH2017,US912828C657,0.9187,2017
TUM2017,US912828Q525,0.9122,2017
TUU2017,US9128282T61,0.9152,2017
TUZ2017,US912828F395,0.9303,2017
TYH2017,US912828J272,0.7549,2017
TYM2017,US912828J272,0.7612,2017
TYU2017,US912828D564,0.8012,2017
TYZ2017,US9128282Y56,0.7875,2017
FVH2017,US912828T347,0.8102,2017
FVM2017,US912828U816,0.8443,2017
FVU2017,US912828V723,0.8446,2017
FVZ2017,US912828W556,0.8499,2017
TUH2017,US912828N225,0.9222,2017
TUM2017,US912828R440,0.9085,2017
TUU2017,US912828D804,0.9219,2017
TUZ2017,US912828F627,0.9229,2017
TYH2017,US912828K742,0.7426,2017
TYM2017,US912828K742,0.7488,2017
TYU2017,US912828G385,0.7882,2017
TYZ2017,US9128283D01,0.7943,2017
FVH2017,US912828T677,0.8121,2017
FVM2017,US912828V723,0.8368,2017
FVU2017,US912828W556,0.842,2017
FVZ2017,US912828W895,0.8472,2017
TUH2017,US912828N639,0.9165,2017
TUM2017,US912828R853,0.9047,2017
TUU2017,US912828F395,0.921,2017
TUZ2017,US912828G617,0.9196,2017
TYH2017,US912828M565,0.7531,2017
TYM2017,US912828M565,0.7587,2017
TYU2017,US912828J272,0.7676,2017
TYZ2017,US9128283F58,0.7262,2017
FVH2017,US912828U659,0.8292,2017
FVM2017,US912828W556,0.8342,2017
FVU2017,US912828W895,0.8394,2017
FVZ2017,US912828X471,0.8446,2017
TUH2017,US912828P535,0.9063,2017
TUM2017,US912828W978,0.9222,2017
TUU2017,US912828R853,0.916,2017
TUZ2017,US912828G955,0.9187,2017
TYH2017,US912828P469,0.7055,2017
TYM2017,US912828P469,0.712,2017
TYU2017,US912828K742,0.7549,2017
TYZ2017,US9128283J70,0.7875,2017
FVH2017,US912828U816,0.8367,2017
FVM2017,US912828W895,0.8316,2017
FVU2017,US912828X471,0.8368,2017
FVZ2017,US912828XR65,0.8372,2017
TUH2017,US912828P956,0.9071,2017
TUM2017,US912828WL05,0.9196,2017
TUU2017,US912828S430,0.9101,2017
TUZ2017,US912828T594,0.9144,2017
TYH2017,US912828R366,0.6991,2017
TYM2017,US912828R366,0.7055,2017
TYU2017,US912828M565,0.7645,2017
TYZ2017,US912828D564,0.8072,2017
FVH2017,US912828V723,0.8291,2017
FVM2017,US912828X471,0.8291,2017
FVU2017,US912828XR65,0.8292,2017
FVZ2017,US912828XW50,0.8345,2017
TUH2017,US912828U998,0.9222,2017
TUM2017,US912828WS57,0.9187,2017
TUU2017,US912828WS57,0.9283,2017
TUZ2017,US912828U329,0.9107,2017
TYH2017,US912828T263,0.7541,2017
TYM2017,US912828U246,0.7191,2017
TYU2017,US912828P469,0.7185,2017
TYZ2017,US912828G385,0.7943,2017
FVH2017,US912828W556,0.8266,2017
FVM2017,US912828XR65,0.8213,2017
FVU2017,US912828XW50,0.8265,2017
TUH2017,US912828V566,0.9165,2017
TUM2017,US912828XS49,0.9152,2017
TUU2017,US912828WW69,0.9251,2017
TUZ2017,US912828U733,0.914,2017
TYH2017,US912828T917,0.7674,2017
TYM2017,US912828V236,0.8006,2017
TYU2017,US912828R366,0.712,2017
TYZ2017,US912828J272,0.7741,2017
FVH2017,US912828W895,0.8241,2017
FVM2017,US912828XW50,0.8187,2017
TUH2017,US912828W309,0.9129,2017
TUM2017,US912828XV77,0.9117,2017
TUU2017,US912828XV77,0.9222,2017
TYH2017,US912828U246,0.7135,2017
TYM2017,US912828V806,0.8006,2017
TYU2017,US912828U246,0.7249,2017
TYZ2017,US912828K742,0.7612,2017
TUH2017,US912828W978,0.9117,2017
TYH2017,US912828U576,0.7939,2017
TYM2017,US912828V988,0.7314,2017
TYU2017,US912828V988,0.7367,2017
TYZ2017,US912828M565,0.7702,2017
TYH2017,US912828V236,0.7943,2017
TYM2017,US912828W481,0.7939,2017
TYU2017,US912828W713,0.7939,2017
TYZ2017,US912828P469,0.7252,2017
TYH2017,US912828V806,0.7943,2017
TYM2017,US912828W713,0.7875,2017
TYU2017,US912828WJ58,0.8139,2017
TYZ2017,US912828R366,0.7185,2017
TYH2017,US912828V988,0.7262,2017
TYM2017,US912828WJ58,0.808,2017
TYU2017,US912828X703,0.7873,2017
TYZ2017,US912828U246,0.7307,2017
TYH2017,US912828W481,0.7875,2017
TYM2017,US912828X703,0.7806,2017
TYU2017,US912828X885,0.7404,2017
TYZ2017,US912828V988,0.7421,2017
TYH2017,US912828WE61,0.8272,2017
TYM2017,US912828X885,0.7353,2017
TYU2017,US912828XB14,0.7687,2017
TYZ2017,US912828X885,0.7455,2017
TYH2017,US912828WJ58,0.8023,2017
TYM2017,US912828XB14,0.7626,2017
TYU2017,US912828XT22,0.7873,2017
TYZ2017,US912828XB14,0.7748,2017
TYH2017,US912828XB14,0.7566,2017
TYM2017,US912828XT22,0.7806,2017
TYU2017,US912828XX34,0.7806,2017
TYZ2017,US912828XX34,0.7873,2017
TYH2018,US9128282A70,0.7105,2018
TYM2018,US9128282A70,0.7174,2018
TYU2018,US9128282A70,0.7243,2018
TYZ2018,US9128282A70,0.7314,2018
FVH2018,US9128282P40,0.8446,2018
FVM2018,US9128282S88,0.8408,2018
FVU2018,US9128283U26,0.8634,2018
FVZ2018,US9128284A52,0.8771,2018
TUH2018,US9128283N82,0.9324,2018
TUM2018,US9128284C19,0.9385,2018
TUU2018,US9128282J89,0.9229,2018
TUZ2018,US9128282V18,0.9242,2018
TYH2018,US9128282R06,0.7367,2018
TYM2018,US9128282R06,0.7421,2018
TYU2018,US9128282R06,0.7475,2018
TYZ2018,US9128282R06,0.7531,2018
FVH2018,US9128282S88,0.8324,2018
FVM2018,US9128282W90,0.8472,2018
FVU2018,US9128284A52,0.8707,2018
FVZ2018,US9128284D91,0.8704,2018
TUH2018,US9128283S79,0.9315,2018
TUM2018,US9128284J61,0.9379,2018
TUU2018,US9128282Q23,0.9196,2018
TUZ2018,US9128282Z22,0.9251,2018
TYH2018,US9128282Y56,0.7939,2018
TYM2018,US9128283F58,0.7367,2018
TYU2018,US9128283F58,0.7421,2018
TYZ2018,US9128283F58,0.7475,2018
FVH2018,US9128282W90,0.8394,2018
FVM2018,US9128283C28,0.8493,2018
FVU2018,US9128284D91,0.8637,2018
FVZ2018,US9128284L18,0.8775,2018
TUH2018,US9128283Y48,0.933,2018
TUM2018,US9128284Q05,0.9375,2018
TUU2018,US9128282V18,0.914,2018
TUZ2018,US9128283G32,0.9241,2018
TYH2018,US9128283D01,0.8006,2018
TYM2018,US9128283P31,0.8006,2018
TYU2018,US9128283W81,0.7718,2018
TYZ2018,US9128283W81,0.7765,2018
FVH2018,US9128283C28,0.8417,2018
FVM2018,US9128283U26,0.8566,2018
FVU2018,US9128284L18,0.8714,2018
FVZ2018,US9128284S60,0.8755,2018
TUH2018,US912828G955,0.9283,2018
TUM2018,US912828J843,0.9242,2018
TUU2018,US9128284Y39,0.9397,2018
TUZ2018,US9128283L27,0.9233,2018
TYH2018,US9128283F58,0.7314,2018
TYM2018,US9128283V09,0.8139,2018
TYU2018,US9128284F40,0.8205,2018
TYZ2018,US9128284N73,0.7806,2018
FVH2018,US9128283U26,0.8498,2018
FVM2018,US9128284A52,0.8643,2018
FVU2018,US9128284S60,0.8694,2018
FVZ2018,US9128284U17,0.8686,2018
TUH2018,US912828H524,0.9187,2018
TUM2018,US912828K585,0.9208,2018
TUU2018,US912828L328,0.9174,2018
TUZ2018,US9128285B27,0.9467,2018
TYH2018,US9128283J70,0.7939,2018
TYM2018,US9128283W81,0.7672,2018
TYU2018,US9128284M90,0.8338,2018
TYZ2018,US9128284V99,0.7762,2018
FVH2018,US9128284A52,0.8581,2018
FVM2018,US9128284D91,0.8571,2018
FVU2018,US9128284U17,0.8622,2018
FVZ2018,US9128284X55,0.8694,2018
TUH2018,US912828J504,0.9174,2018
TUM2018,US912828W630,0.9283,2018
TUU2018,US912828L658,0.914,2018
TUZ2018,US9128285G14,0.9465,2018
TYH2018,US9128283P31,0.7943,2018
TYM2018,US9128283Z13,0.8272,2018
TYU2018,US9128284N73,0.7762,2018
TYZ2018,US9128284Z04,0.8272,2018
FVH2018,US912828M805,0.8392,2018
FVM2018,US9128284L18,0.8653,2018
FVU2018,US9128284X55,0.8633,2018
FVZ2018,US9128285D82,0.8724,2018
TUH2018,US912828J843,0.914,2018
TUM2018,US912828X216,0.9229,2018
TUU2018,US912828XH83,0.9283,2018
TUZ2018,US9128285Q95,0.9419,2018
TYH2018,US9128283V09,0.808,2018
TYM2018,US9128284F40,0.8149,2018
TYU2018,US9128284R87,0.8338,2018
TYZ2018,US9128285C00,0.8354,2018
FVH2018,US912828N308,0.8418,2018
FVM2018,US9128284S60,0.8633,2018
FVU2018,US9128285D82,0.8667,2018
FVZ2018,US9128285K26,0.8705,2018
TUH2018,US912828U733,0.9242,2018
TUM2018,US912828X968,0.9196,2018
TUU2018,US912828XM78,0.9251,2018
TUZ2018,US9128285S51,0.935,2018
TYH2018,US9128283W81,0.7627,2018
TYM2018,US9128284M90,0.8286,2018
TYU2018,US9128284V99,0.7718,2018
TYZ2018,US9128285J52,0.8354,2018
FVH2018,US912828XR65,0.8453,2018
FVM2018,US912828M805,0.8468,2018
FVU2018,US912828M805,0.8544,2018
FVZ2018,US9128285P13,0.8686,2018
TUH2018,US912828V319,0.9208,2018
TUM2018,US912828XE52,0.9196,2018
TUU2018,US912828XU94,0.9263,2018
TUZ2018,US912828L658,0.9242,2018
TYH2018,US9128283Z13,0.8217,2018
TYM2018,US9128284N73,0.7718,2018
TYU2018,US9128284Z04,0.8217,2018
TYZ2018,US9128285M81,0.79,2018
FVH2018,US912828XW50,0.8426,2018
FVM2018,US912828N308,0.8491,2018
FVU2018,US912828N308,0.8565,2018
FVZ2018,US9128285U08,0.8561,2018
TUH2018,US912828W226,0.9174,2018
TUM2018,US912828XH83,0.9187,2018
TUU2018,US912828XY17,0.9426,2018
TUZ2018,US912828L997,0.9208,2018
TYH2018,US912828G385,0.8006,2018
TYM2018,US9128284R87,0.8286,2018
TYU2018,US912828K742,0.7806,2018
TYZ2018,US9128285N64,0.8286,2018
FVU2018,US912828Y610,0.8653,2018
FVZ2018,US912828Y610,0.8714,2018
TUH2018,US912828W630,0.9187,2018
TUM2018,US912828XU94,0.9164,2018
TUU2018,US912828Y461,0.9422,2018
TUZ2018,US912828M987,0.9219,2018
TYH2018,US912828J272,0.7806,2018
TYM2018,US912828J272,0.7873,2018
TYU2018,US912828M565,0.7882,2018
TYZ2018,US912828K742,0.7873,2018
TUZ2018,US912828N480,0.921,2018
TYH2018,US912828K742,0.7676,2018
TYM2018,US912828K742,0.7741,2018
TYU2018,US912828P469,0.7458,2018
TYZ2018,US912828M565,0.7943,2018
TYH2018,US912828M565,0.7762,2018
TYM2018,US912828M565,0.7821,2018
TYU2018,US912828R366,0.7389,2018
TYZ2018,US912828P469,0.7529,2018
TYH2018,US912828P469,0.732,2018
TYM2018,US912828P469,0.7389,2018
TYU2018,US912828U246,0.7488,2018
TYZ2018,US912828R366,0.7458,2018
TYH2018,US912828R366,0.7252,2018
TYM2018,US912828R366,0.732,2018
TYU2018,US912828V988,0.7587,2018
TYZ2018,US912828U246,0.7549,2018
TYH2018,US912828U246,0.7367,2018
TYM2018,US912828U246,0.7426,2018
TYU2018,US912828X885,0.7614,2018
TYZ2018,US912828V988,0.7645,2018
TYH2018,US912828V988,0.7475,2018
TYM2018,US912828V988,0.7531,2018
TYU2018,US912828XB14,0.7939,2018
TYZ2018,US912828X885,0.7668,2018
TYH2018,US912828X885,0.7507,2018
TYM2018,US912828X885,0.756,2018
TYU2018,US912828XZ81,0.8217,2018
TYZ2018,US912828XZ81,0.8272,2018
TYH2018,US912828XB14,0.7811,2018
TYM2018,US912828XB14,0.7875,2018
TYU2018,US912828Y792,0.8286,2018
TYZ2018,US912828Y792,0.8338,2018
TYH2019,US9128282A70,0.7385,2019
TYM2019,US9128282A70,0.7458,2019
TYU2019,US9128282A70,0.7532,2019
TYZ2019,US9128282A70,0.7607,2019
FVH2019,US9128284S60,0.8817,2019
FVM2019,US9128284X55,0.8817,2019
FVU2019,US9128285P13,0.8862,2019
FVZ2019,US9128286G05,0.8681,2019
TUH2019,US9128283L27,0.9324,2019
TUM2019,US9128284B36,0.9406,2019
TUU2019,US9128282F67,0.9129,2019
TUZ2019,US9128285A44,0.9467,2019
TYH2019,US9128282R06,0.7587,2019
TYM2019,US9128282R06,0.7645,2019
TYU2019,US9128282R06,0.7702,2019
TYZ2019,US9128282R06,0.7762,2019
FVH2019,US9128284U17,0.875,2019
FVM2019,US9128285D82,0.8842,2019
FVU2019,US9128285U08,0.875,2019
FVZ2019,US9128286R69,0.8587,2019
TUH2019,US9128283Q14,0.9315,2019
TUM2019,US9128284G23,0.9379,2019
TUU2019,US9128284T44,0.9447,2019
TUZ2019,US9128285F31,0.9465,2019
TYH2019,US9128283F58,0.7531,2019
TYM2019,US9128283F58,0.7587,2019
TYU2019,US9128283F58,0.7645,2019
TYZ2019,US9128283F58,0.7702,2019
FVH2019,US9128284X55,0.8755,2019
FVM2019,US9128285K26,0.8822,2019
FVU2019,US9128285Z94,0.8681,2019
FVZ2019,US9128286Z85,0.8345,2019
TUH2019,US9128283X64,0.933,2019
TUM2019,US9128284P22,0.9397,2019
TUU2019,US9128284W72,0.9419,2019
TUZ2019,US9128285L09,0.9442,2019
TYH2019,US9128283W81,0.7812,2019
TYM2019,US9128283W81,0.7861,2019
TYU2019,US9128283W81,0.7909,2019
TYZ2019,US9128283W81,0.7959,2019
FVH2019,US9128285D82,0.8783,2019
FVM2019,US9128285P13,0.8803,2019
FVU2019,US9128286G05,0.8611,2019
FVZ2019,US912828W713,0.8565,2019
TUH2019,US9128284B36,0.9326,2019
TUM2019,US9128284T44,0.9373,2019
TUU2019,US9128285A44,0.9396,2019
TUZ2019,US9128285R78,0.9373,2019
TYH2019,US9128284N73,0.7851,2019
TYM2019,US9128284N73,0.7896,2019
TYU2019,US9128284N73,0.7943,2019
TYZ2019,US9128284N73,0.7989,2019
FVH2019,US9128285K26,0.8764,2019
FVM2019,US9128285U08,0.8686,2019
FVU2019,US9128286R69,0.8516,2019
FVZ2019,US912828XT22,0.8468,2019
TUH2019,US9128285S51,0.9426,2019
TUM2019,US9128286V71,0.9308,2019
TUU2019,US9128287A26,0.9283,2019
TUZ2019,US912828T347,0.9201,2019
TYH2019,US9128284V99,0.7806,2019
TYM2019,US9128284V99,0.7851,2019
TYU2019,US9128284V99,0.7896,2019
TYZ2019,US9128284V99,0.7943,2019
FVH2019,US9128285P13,0.8744,2019
FVM2019,US9128285Z94,0.8615,2019
FVU2019,US9128286Z85,0.8265,2019
FVZ2019,US912828Y875,0.8319,2019
TUH2019,US9128285X47,0.94,2019
TUM2019,US912828C574,0.9385,2019
TUU2019,US9128287F13,0.9272,2019
TUZ2019,US912828T677,0.9187,2019
TYH2019,US9128285C00,0.8405,2019
TYM2019,US9128285M81,0.7981,2019
TYU2019,US9128285M81,0.8023,2019
TYZ2019,US9128285M81,0.8064,2019
FVH2019,US9128285U08,0.8622,2019
FVM2019,US9128286G05,0.8543,2019
FVU2019,US912828W713,0.8491,2019
FVZ2019,US912828YE44,0.8091,2019
TUH2019,US9128286D73,0.9375,2019
TUM2019,US912828Q376,0.9222,2019
TUU2019,US912828S273,0.9201,2019
TUZ2019,US912828U659,0.9241,2019
TYH2019,US9128285J52,0.8405,2019
TYM2019,US9128285T35,0.8205,2019
TYU2019,US9128286B18,0.763,2019
TYZ2019,US9128286B18,0.7679,2019
FVH2019,US9128285Z94,0.855,2019
FVM2019,US9128286R69,0.8446,2019
FVU2019,US912828XT22,0.8392,2019
FVZ2019,US912828YH74,0.8164,2019
TUH2019,US912828N480,0.9303,2019
TUM2019,US912828Q780,0.9208,2019
TUU2019,US912828S760,0.9165,2019
TUZ2019,US912828U816,0.9257,2019
TYH2019,US9128285M81,0.7941,2019
TYM2019,US9128286A35,0.8205,2019
TYU2019,US9128286L99,0.8006,2019
TYZ2019,US9128286T26,0.7455,2019
FVH2019,US9128286G05,0.8476,2019
FVM2019,US912828W713,0.8418,2019
FVU2019,US912828Y875,0.8239,2019
FVZ2019,US912828YM69,0.8136,2019
TUH2019,US912828N894,0.9208,2019
TUM2019,US912828R770,0.9174,2019
TUU2019,US912828T347,0.9094,2019
TUZ2019,US912828YJ31,0.9263,2019
TYH2019,US9128285N64,0.8338,2019
TYM2019,US9128286B18,0.7583,2019
TYU2019,US9128286S43,0.8072,2019
TYZ2019,US9128287B09,0.7807,2019
FVH2019,US912828W713,0.8347,2019
FVM2019,US912828XT22,0.8318,2019
FVU2019,US912828YE44,0.8003,2019
FVZ2019,US912828YV68,0.8108,2019
TUH2019,US912828P873,0.9129,2019
TUM2019,US912828S273,0.9094,2019
TUU2019,US912828Y206,0.9422,2019
TUZ2019,US912828YP90,0.9229,2019
TYH2019,US9128285T35,0.8149,2019
TYM2019,US9128286F22,0.8139,2019
TYU2019,US9128286T26,0.7404,2019
TYZ2019,US912828U246,0.7806,2019
FVH2019,US912828Y610,0.8775,2019
FVU2019,US912828YH74,0.8081,2019
FVZ2019,US912828YY08,0.8187,2019
TUH2019,US912828Q376,0.9117,2019
TUM2019,US912828WG10,0.9358,2019
TUU2019,US912828YC87,0.9196,2019
TUZ2019,US912828YT13,0.9196,2019
TYH2019,US9128286A35,0.8149,2019
TYM2019,US9128286L99,0.7943,2019
TYU2019,US9128286X38,0.7939,2019
TYZ2019,US912828V988,0.7882,2019
TUU2019,US912828YJ31,0.9164,2019
TUZ2019,US912828YZ72,0.9187,2019
TYH2019,US9128286B18,0.7535,2019
TYM2019,US9128286S43,0.8012,2019
TYU2019,US9128287B09,0.7738,2019
TYZ2019,US912828X885,0.7894,2019
TYH2019,US9128286F22,0.808,2019
TYM2019,US9128286T26,0.7353,2019
TYU2019,US912828R366,0.7674,2019
TYZ2019,US912828Y958,0.7807,2019
TYH2019,US912828M565,0.8006,2019
TYM2019,US9128286X38,0.7875,2019
TYU2019,US912828U246,0.7741,2019
TYZ2019,US912828YB05,0.6867,2019
TYH2019,US912828P469,0.76,2019
TYM2019,US912828P469,0.7674,2019
TYU2019,US912828V988,0.7821,2019
TYZ2019,US912828YD60,0.7541,2019
TYH2019,US912828R366,0.7529,2019
TYM2019,US912828R366,0.76,2019
TYU2019,US912828X885,0.7836,2019
TYZ2019,US912828YG91,0.76,2019
TYH2019,US912828U246,0.7612,2019
TYM2019,US912828U246,0.7676,2019
TYU2019,US912828Y958,0.7738,2019
TYZ2019,US912828YQ73,0.76,2019
TYH2019,US912828V988,0.7702,2019
TYM2019,US912828V988,0.7762,2019
TYU2019,US912828YB05,0.6805,2019
TYZ2019,US912828YS30,0.6897,2019
TYH2019,US912828X885,0.7723,2019
TYM2019,US912828X885,0.7779,2019
TYU2019,US912828YD60,0.7463,2019
TYZ2019,US912828YU85,0.76,2019
TYH2020,US9128282R06,0.7821,2020
TYM2020,US9128282R06,0.7882,2020
TYU2020,US9128282R06,0.7943,2020
TYZ2020,US9128282R06,0.8006,2020
FVH2020,US9128286Z85,0.8426,2020
FVM2020,US912828YE44,0.8271,2020
FVU2020,US912828YV68,0.8362,2020
FVZ2020,US912828ZC78,0.8226,2020
TUH2020,US9128285R78,0.9447,2020
TUM2020,US9128286H87,0.9406,2020
TUU2020,US9128282P40,0.9294,2020
TUZ2020,US9128282W90,0.9324,2020
TYH2020,US9128283F58,0.7762,2020
TYM2020,US9128283F58,0.7821,2020
TYU2020,US9128283F58,0.7882,2020
TYZ2020,US9128283F58,0.7943,2020
FVH2020,US912828XT22,0.8544,2020
FVM2020,US912828YH74,0.8333,2020
FVU2020,US912828YY08,0.8426,2020
FVZ2020,US912828ZF00,0.7963,2020
TUH2020,US9128285V80,0.94,2020
TUM2020,US9128286M72,0.9358,2020
TUU2020,US9128282S88,0.9219,2020
TUZ2020,US9128283C28,0.9315,2020
TYH2020,US9128283W81,0.8009,2020
TYM2020,US9128283W81,0.806,2020
TYU2020,US9128283W81,0.8111,2020
TYZ2020,US9128283W81,0.8164,2020
FVH2020,US912828Y875,0.8399,2020
FVM2020,US912828YM69,0.8305,2020
FVU2020,US912828Z526,0.8258,2020
FVZ2020,US912828ZL77,0.7881,2020
TUH2020,US9128286C90,0.9375,2020
TUM2020,US9128286U98,0.9308,2020
TUU2020,US9128282W90,0.9233,2020
TUZ2020,US912828M805,0.9286,2020
TYH2020,US9128284N73,0.8037,2020
TYM2020,US9128284N73,0.8085,2020
TYU2020,US9128284N73,0.8135,2020
TYZ2020,US9128284N73,0.8184,2020
FVH2020,US912828YE44,0.8181,2020
FVM2020,US912828YV68,0.8276,2020
FVU2020,US912828ZC78,0.8133,2020
FVZ2020,US912828ZT04,0.7798,2020
TUH2020,US9128286H87,0.9326,2020
TUM2020,US9128286Y11,0.921,2020
TUU2020,US9128286Y11,0.9303,2020
TUZ2020,US912828N308,0.928,2020
TYH2020,US9128284V99,0.7989,2020
TYM2020,US9128284V99,0.8037,2020
TYU2020,US9128284V99,0.8085,2020
TYZ2020,US9128284V99,0.8135,2020
